"Feature","Gain","Cover","Frequency"
"DPYSL3",0.000372222605334465,0.000141913974912886,0.000813338755591704
"PLAC9",0.000370551251754787,0.000834775677657745,0.00325335502236682
"GYPC",0.000349405910401576,8.24343095402424e-05,0.000406669377795852
"COX6B1",0.000349209265904216,0.0020434975660485,0.00162667751118341
"SHLD2",0.000344802165557833,0.00374250906097401,0.000813338755591704
"C12orf75",0.000340140633956372,0.000378700306573207,0.00162667751118341
"SCN9A",0.000333851699618139,0.000449864918658865,0.000406669377795852
"COL3A1",0.000328911604931802,0.00256966072706128,0.00122000813338756
"SUGCT",0.000325176805397386,0.00343082678505934,0.00122000813338756
"SRP14",0.000324344830649619,0.00388591541239473,0.00366002440016267
"NRGN",0.000320984224054525,0.00150414054964299,0.00162667751118341
"FAM162B",0.000320828289555161,0.00163885025406068,0.000813338755591704
"ADH1B",0.000314481742966244,0.000951310366133434,0.00406669377795852
"ODF2L",0.000310952512717481,8.70185168159904e-05,0.000406669377795852
"NBL1",0.000299969862694865,0.000581703554961409,0.00528670191134608
"SNW1",0.000299206120197258,0.000108263883143404,0.000406669377795852
"RAB13",0.000296949769181596,0.000120793171922053,0.000813338755591704
"NOV",0.000294738316332737,0.000528949222873884,0.00203334688897926
"CCL8",0.000294202504950669,0.00299542726890939,0.000406669377795852
"SMIM37",0.000288311346930879,0.000258826481674223,0.000406669377795852
"NDUFA4",0.000287038093754135,0.000996607372993305,0.00447336315575437
"MYO19",0.000284277741495683,0.000653343729177079,0.000406669377795852
"CP",0.000283887842923331,0.000837238914063314,0.000813338755591704
"C2orf40",0.000280982525179059,0.00269397228648133,0.00447336315575437
"MEI1",0.000271826515066503,0.00114316318896453,0.000813338755591704
"HLA-A",0.000266917706998344,0.00032662522365149,0.00244001626677511
"CEBPD",0.000262189015118499,0.000591065264352999,0.00366002440016267
"SULF1",0.000259411910184816,0.000182299210581595,0.000813338755591704
"SLC25A5",0.000258735471063193,6.4730107734259e-05,0.000406669377795852
"TMEM107",0.000257220176630761,0.000190385749889688,0.000406669377795852
"NEXN",0.000256062222744114,0.000229499285896219,0.00162667751118341
"CD99",0.00024718903867397,0.000503211510560271,0.00447336315575437
"IGFBP5",0.000245953304509463,0.00118738589067585,0.00610004066693778
"DUSP1",0.000240492331257224,0.00309556059369189,0.00162667751118341
"GBP4",0.000239397125113966,0.00332439392099185,0.00122000813338756
"S100A4",0.000238099789966577,0.000764915867714526,0.00528670191134608
"FOSB",0.000237790114770557,0.00110979962623862,0.00284668564457096
"MYL6",0.00023762253815909,0.000737682060584525,0.00244001626677511
"SLC7A2",0.000235557820795964,0.000304082167638514,0.000813338755591704
"HGSNAT",0.000226875896434712,0.0022435681940138,0.000406669377795852
"CEP83",0.000223978481366108,0.00044987643588126,0.000406669377795852
"C1S",0.000222612215940422,0.000449773429200173,0.00284668564457096
"EIF3K",0.000222309196941258,0.00186383469343688,0.000406669377795852
"ACKR3",0.000218620492193305,0.000322270760173796,0.000813338755591704
"PRDX3",0.000218134839118626,0.00036423246332842,0.000813338755591704
"TRAC",0.000216871358335767,0.00221385848916089,0.000406669377795852
"JCHAIN",0.00021407685255787,0.00122263774396355,0.000406669377795852
"REPIN1",0.00021287783965916,0.00252869648401174,0.000406669377795852
"PSMB7",0.000207656875902146,0.000123503637710006,0.000406669377795852
"RPS8",0.000204429667469498,0.00149595020278736,0.00244001626677511
"PELO",0.000204316399939864,0.000255205592803732,0.000813338755591704
"ABCA8",0.000203814953978638,0.00101801697414934,0.00203334688897926
"EEF1A1",0.000203781161938049,0.000541843554211352,0.00284668564457096
"FBLN2",0.000201478653811983,0.000236580604321881,0.00122000813338756
"AKAP11",0.000201208678966121,0.000499660125457378,0.000813338755591704
"KCNMA1",0.000200473555622035,0.000227365968334814,0.000813338755591704
"AGT",0.000200163356904915,0.000573914137109204,0.000406669377795852
"RAMP2",0.00018319479154323,0.000363028303404192,0.000406669377795852
"MT-CYB",0.000180304556192582,0.000973984268471035,0.00366002440016267
"THBS4",0.000178679247540215,0.00233394040586119,0.000406669377795852
"C1orf21",0.00017848110726828,0.000353442656496369,0.000406669377795852
"RPL28",0.000178004241869225,0.00111222106504239,0.000813338755591704
"NME4",0.000176104533371214,0.000124870383059316,0.000813338755591704
"CHD1",0.000175947103097275,0.000113120508958462,0.000406669377795852
"FMO2",0.000175609905649089,0.000610320954238709,0.00244001626677511
"CDC20",0.000174823738997658,0.00726246328258615,0.000813338755591704
"TM4SF1",0.000173778529119544,0.000579055394677057,0.00203334688897926
"CCT8",0.000169171904909746,0.000178804343768733,0.000406669377795852
"TEX41",0.00016871260239715,0.0018506550248214,0.000406669377795852
"FXYD5",0.000165601964662987,0.000373402346135088,0.00244001626677511
"RABAC1",0.00016451980915289,0.000584170261788297,0.00162667751118341
"FTL",0.000162314688416396,0.00110461924062383,0.00244001626677511
"SCX",0.000161977877376642,0.00165150104572194,0.000813338755591704
"RPLP1",0.000160443063086016,0.000872623558637029,0.00366002440016267
"RARB",0.000160112796060024,0.00149091923597171,0.000813338755591704
"ACP6",0.000156029181894896,0.000168691459776114,0.000406669377795852
"TNXB",0.000155194863766962,0.000983418780437299,0.00122000813338756
"STOM",0.000152653954103339,0.000257304701926434,0.00162667751118341
"RPS27A",0.000152106438285227,0.00290244316458724,0.00122000813338756
"PREPL",0.000151229016919979,0.000124796665208689,0.000406669377795852
"MPV17",0.000149153455191189,0.00143751501982183,0.000406669377795852
"CRNDE",0.00014705503304099,0.000399964836490863,0.000406669377795852
"KCNS3",0.000147040823182535,0.000439048645097206,0.000406669377795852
"MBNL1",0.000146730275451347,0.000119874082320346,0.00122000813338756
"UQCR11",0.000143473849555349,0.00236979115471342,0.00162667751118341
"AC245297.3",0.000142571648191321,0.00285377763713237,0.000406669377795852
"TMSB10",0.00013899867900105,0.000230204124652183,0.00122000813338756
"ANAPC13",0.000135802021764081,0.000444946263829816,0.000406669377795852
"PEBP1",0.000133022000069977,0.000438647601684279,0.00325335502236682
"RPL3",0.000132990414296885,0.000375314319462124,0.00325335502236682
"LUC7L2",0.00013283275965676,0.00366004940973085,0.000406669377795852
"SMAP2",0.000132405030452468,6.21268245739234e-05,0.000406669377795852
"CDH11",0.000132143294831553,0.00252991090265393,0.00162667751118341
"SEPT7",0.000131794717031815,0.000619825446678796,0.00122000813338756
"SERF2",0.000131320095294621,0.000511761789683997,0.000813338755591704
"BTG2",0.000130035337118443,0.000759271360919116,0.00284668564457096
"PSME2",0.000129517325453808,0.00103613371752239,0.000406669377795852
"RPS2",0.00012937526426362,0.000668771391803433,0.00162667751118341
"RIPOR1",0.000126651022496348,0.000578534373841434,0.000406669377795852
"CSF3R",0.000124912334131253,0.00134040942788824,0.000406669377795852
"LEFTY2",0.000124616769075384,0.000868066475945481,0.000406669377795852
"REL",0.000124596439005962,8.24903511240477e-05,0.000406669377795852
"RTN1",0.000122578028330697,0.000224279371801249,0.000406669377795852
"MAN1A2",0.000121981812585406,0.00247208880203019,0.000406669377795852
"CBL",0.0001202650622474,0.00086982822960691,0.000406669377795852
"C1QTNF1",0.000120139429647952,0.000243729348076001,0.00244001626677511
"ACTC1",0.000118585805992055,0.000619681557671857,0.000406669377795852
"DOCK9",0.000117270521549775,0.000751524160170192,0.000406669377795852
"LDHB",0.000114656979565784,0.000434149020380657,0.000813338755591704
"CRIP1",0.000114452856195553,0.000151172181848914,0.000406669377795852
"BTG1",0.000113577952717505,0.000725823669078624,0.00244001626677511
"C4orf3",0.00011299123514076,0.000841415623323849,0.000813338755591704
"RSRP1",0.0001110414306593,3.15148983690822e-05,0.000406669377795852
"CTSF",0.0001108528010207,7.2631208320846e-05,0.000406669377795852
"RPS4Y1",0.000109086528079499,0.000539501744415402,0.00406669377795852
"PLK2",0.000109009757449476,0.000143460428974877,0.00122000813338756
"RNASEH2B",0.000108417231281468,0.000528453372126938,0.000406669377795852
"SGCA",0.000108382840931048,0.000235872829055571,0.00122000813338756
"RPS29",0.000104189835785391,0.000226765471037367,0.00203334688897926
"CLDN1",0.00010290450422896,0.00239991486938857,0.000406669377795852
"PSMC3",0.000102081391945545,6.46975153296591e-05,0.000406669377795852
"IFITM3",0.000101445918350074,0.000376044633398749,0.00244001626677511
"C1QTNF7",0.000101310575680681,0.00130804069384905,0.000813338755591704
"ACTN1",0.000100599820997368,0.000242430304544759,0.00203334688897926
"COL8A2",9.9583485800931e-05,0.00164396207025208,0.000406669377795852
"S100A13",9.85243589868831e-05,0.000296213387733979,0.00366002440016267
"MEOX2",9.74754408343044e-05,0.00035013176014984,0.000406669377795852
"L3MBTL1",9.4703271956716e-05,0.000727786173265504,0.000406669377795852
"RPS14",9.27141535335296e-05,0.000294508152362581,0.00122000813338756
"SOCS3",9.24922865374116e-05,0.000232303310047882,0.00122000813338756
"ADIRF",9.1357336417238e-05,0.000807634465944879,0.00284668564457096
"HES1",9.1347152685345e-05,0.00132794642034311,0.000406669377795852
"DNPEP",9.09231753822772e-05,3.62199220704819e-05,0.000406669377795852
"MRPL20",8.92900887021238e-05,9.59793734771426e-05,0.00122000813338756
"DLEU2",8.92853770122149e-05,0.0032085950381085,0.000406669377795852
"EMID1",8.90971088524708e-05,0.0021723319615849,0.000406669377795852
"LAP3",8.51479648215667e-05,0.00110280051103439,0.000813338755591704
"CNTN4",8.48444223013013e-05,0.00021923339827364,0.000406669377795852
"GALNT1",8.44606065455517e-05,0.00150619427633308,0.000406669377795852
"GBE1",8.32851271668103e-05,0.00033828305531443,0.000406669377795852
"ACBD4",8.29680229570718e-05,0.00290991242653877,0.000406669377795852
"MIR155HG",8.0813309823729e-05,0.00199429172069002,0.000406669377795852
"AQP11",8.01511802788661e-05,0.00363158646327043,0.000406669377795852
"CALHM2",7.88588310467242e-05,0.00289989839234895,0.000406669377795852
"LINC00672",7.88492580894491e-05,0.00362039538420647,0.000406669377795852
"CD151",7.83079871301847e-05,0.00139347011046417,0.00366002440016267
"LYRM1",7.78232564498265e-05,0.000173024128245204,0.000406669377795852
"RPL4",7.77331858908811e-05,7.25932291359041e-05,0.000406669377795852
"CCDC107",7.60811776623636e-05,0.000400963974601864,0.000406669377795852
"MYH9",7.52559401325741e-05,0.000223306681351609,0.00203334688897926
"METTL7A",7.48287157522014e-05,9.58936807661453e-05,0.000406669377795852
"PRKG1",7.43977893297574e-05,0.000209702953946666,0.00122000813338756
"FGF2",7.40792579017793e-05,0.000178648746856909,0.000406669377795852
"TCIM",7.35330758159961e-05,0.00216220077207325,0.000406669377795852
"RPS6",7.27844032472255e-05,0.000251180990965455,0.00284668564457096
"LTBP2",7.26203915651603e-05,0.000149979062440856,0.000406669377795852
"KMT2C",7.12004652266239e-05,0.00221267534244706,0.000406669377795852
"EPS8",7.09430798167619e-05,0.00210718506006404,0.00244001626677511
"LAMTOR4",7.01327813355326e-05,0.000670412023947226,0.000813338755591704
"RAMP3",6.98048078305546e-05,0.00166195807347248,0.000406669377795852
"PMEPA1",6.90514360366632e-05,0.000137249509377105,0.00162667751118341
"CHRDL1",6.87893825636507e-05,5.90987103600356e-05,0.000406669377795852
"DNAJB4",6.75757796304484e-05,0.000227723974709753,0.00203334688897926
"QDPR",6.5777235352808e-05,0.000195340958552067,0.000406669377795852
"NPTXR",6.55003674791165e-05,0.000393814143957551,0.000406669377795852
"FN1",6.4907716663227e-05,0.000248545720817425,0.00203334688897926
"FGFRL1",6.41489850104446e-05,0.000444906868827386,0.000406669377795852
"CXCL2",6.2474066501365e-05,0.000184426597917562,0.000406669377795852
"PCOLCE",6.24016647795778e-05,0.000384692847049329,0.00447336315575437
"CDK5RAP2",6.23354144307272e-05,8.10961760985546e-05,0.000406669377795852
"METTL26",6.18124355480269e-05,9.86847099061158e-05,0.000406669377795852
"FLYWCH2",6.10944637523925e-05,7.92490348181126e-05,0.000406669377795852
"GK5",6.06339147609845e-05,0.000424820794834308,0.000813338755591704
"IGFBP4",5.91701061358765e-05,0.000215768621157696,0.000813338755591704
"SRSF9",5.8593111093864e-05,0.00023051383115241,0.00122000813338756
"RPL19",5.8466730607129e-05,0.00117632950972281,0.00203334688897926
"RPL10A",5.79776123213531e-05,0.000378546807168773,0.000813338755591704
"MYL12A",5.75238192451054e-05,0.000250536026511344,0.00122000813338756
"SPEG",5.68789222698166e-05,0.00131031668004946,0.000406669377795852
"GJA4",5.44025054199195e-05,0.000110379009595264,0.000406669377795852
"TMEM131",5.35794429956568e-05,0.00111674222315282,0.000406669377795852
"PDLIM1",5.28317800747237e-05,0.000581224865638562,0.00203334688897926
"NFKBIA",5.25949802624396e-05,0.000879545333023325,0.000813338755591704
"SPATA6",5.2493435866031e-05,0.000207608287725981,0.000406669377795852
"ULK3",5.24448730515207e-05,0.000125997793281326,0.000406669377795852
"GDF7",5.13379749370081e-05,0.000187323923011572,0.000406669377795852
"PTPRD",5.11336521301672e-05,0.000421157669792287,0.000406669377795852
"FAM229A",4.92883648970818e-05,0.0017083540216586,0.000406669377795852
"HLA-E",4.91778053426664e-05,0.000116306002965456,0.00122000813338756
"TCF25",4.9087413815427e-05,0.000154934252034986,0.00122000813338756
"FRY",4.86023029590312e-05,0.00101387199445514,0.000406669377795852
"DNAJC17",4.79640559482037e-05,0.000123188372815197,0.000406669377795852
"HMCN1",4.71131097929195e-05,0.000590165128590796,0.000406669377795852
"CALR",4.68950383247837e-05,0.00022434235422769,0.00244001626677511
"NDUFB1",4.62372714557623e-05,9.98675324597144e-05,0.000813338755591704
"PARM1",4.60467845637331e-05,9.80110954078858e-05,0.000406669377795852
"YPEL1",4.58397070387179e-05,0.000399607650050632,0.000406669377795852
"TGFBR2",4.54753020742661e-05,8.67788956649563e-05,0.000813338755591704
"EIF3H",4.54031402996502e-05,0.000361688225001106,0.000406669377795852
"VCAM1",4.42546409547916e-05,6.82878139616945e-05,0.000813338755591704
"OSR1",4.2406383985937e-05,0.00011518688743176,0.00122000813338756
"ITM2A",4.13700054102057e-05,0.000110638251974517,0.000813338755591704
"SOD2",4.07757123584816e-05,0.000278272758708669,0.00284668564457096
"TUBA1B",4.0336640197002e-05,0.000214209448573623,0.00203334688897926
"ENO1",3.97985103643435e-05,0.000768723720766442,0.00162667751118341
"H3F3A",3.81281664325035e-05,0.000160213754408075,0.00162667751118341
"MZT2B",3.68272320775448e-05,0.00016175538420307,0.00162667751118341
"CLIC4",3.67909533117255e-05,0.000112615324303632,0.000406669377795852
"RPL36AL",3.65420533063752e-05,0.000161656877628746,0.000813338755591704
"NOP53",3.57795198932166e-05,0.000146942272173674,0.00162667751118341
"PHLDA2",3.53848410746216e-05,0.00246042589821302,0.000406669377795852
"MPHOSPH8",3.49862233829812e-05,3.34889745995731e-05,0.000406669377795852
"MT-ND3",3.49205900411424e-05,0.000159858398519747,0.000406669377795852
"CRIM1",3.47050613897828e-05,8.13847549788912e-05,0.000406669377795852
"NACA",3.4643734632239e-05,0.000500181184429499,0.000406669377795852
"MTDH",3.45227763283356e-05,0.000348943884510257,0.000406669377795852
"PHB2",3.37251015612735e-05,6.18113260930638e-05,0.000406669377795852
"ABTB1",3.33101144866362e-05,9.55652492454027e-05,0.000406669377795852
"NDUFS5",3.3145473332771e-05,7.91500563046259e-05,0.00122000813338756
"RGS16",3.28103201098367e-05,0.000113243909131853,0.00122000813338756
"ITM2B",3.26882056968353e-05,0.000601720792575604,0.00162667751118341
"EEF1B2",3.22747143967722e-05,0.000179461454697455,0.000813338755591704
"ELOA",3.00481168303492e-05,0.000584502659504831,0.000406669377795852
"DDR2",3.00242342963138e-05,3.60626781386505e-05,0.000406669377795852
"PFDN5",2.96368411463742e-05,0.000170618706770597,0.00162667751118341
"BTF3",2.91012915248563e-05,0.000286080443943414,0.000406669377795852
"MXRA8",2.86080536266071e-05,2.35078236051573e-05,0.000406669377795852
"DACT3",2.81712812185355e-05,6.60158749971359e-05,0.000406669377795852
"DLX6",2.64068032068234e-05,0.000367390737409968,0.000406669377795852
"ALDH1B1",2.16451045680406e-05,0.000188388408011888,0.000406669377795852
"RPL32",1.9790761666387e-05,0.000732856496947084,0.000813338755591704
"RPL22",1.90086304901089e-05,5.05782968813029e-05,0.000813338755591704
"HMGN2",1.75561959841591e-05,6.09857996221285e-05,0.000813338755591704
"RPL15",1.72033988536428e-05,0.000389433137477251,0.00162667751118341
"ATP5IF1",1.57180448422717e-05,0.000112196480680265,0.00162667751118341
"CRYAB",1.43579229990301e-05,0.00017842376058698,0.00122000813338756
"CPE",1.21577725967978e-05,0.000120629213583043,0.00122000813338756
"ANXA5",1.20742795507328e-05,6.57892631589807e-05,0.000813338755591704
"KHDRBS1",1.19002968172219e-05,5.62516158009486e-05,0.000406669377795852
"SERBP1",1.06473160602542e-05,3.14467389130386e-05,0.000406669377795852
"SRRM1",1.06207115281135e-05,4.12047270388367e-05,0.000813338755591704
"TMED9",1.03761227813537e-05,2.01126241462767e-05,0.000406669377795852
"CXCL14",8.78942069398683e-06,4.8090958209e-05,0.000406669377795852
"RPL18",8.68474140336638e-06,8.33808574205061e-05,0.000406669377795852
"CD81",8.1067172372849e-06,9.20922918506391e-05,0.00122000813338756
"RPL11",6.17190477973435e-06,4.67287368017654e-05,0.000813338755591704
"SAP18",6.07595629414176e-06,4.71462837842004e-05,0.000813338755591704
"FAAP20",5.37521200426122e-06,3.54704254753641e-05,0.000406669377795852
"CYBRD1",5.09702909542319e-06,3.12354507964845e-05,0.000406669377795852
"MED21",5.06911926625164e-06,2.01220724636552e-05,0.000406669377795852
"SDF4",4.95811876995652e-06,5.84506711507743e-05,0.000406669377795852
"RPL18A",4.3955392554033e-06,2.31607052003967e-05,0.000406669377795852
"GABARAPL2",3.33678872214677e-06,2.41204888289961e-05,0.000406669377795852
"RBM25",2.21842008113029e-06,2.55739851771222e-05,0.000406669377795852
"FAM162A",1.82681753329055e-06,2.03044507311972e-05,0.000406669377795852
"PRDX1",1.78381089808416e-06,9.87064191076001e-05,0.000406669377795852
"RPS3A",1.70576885967328e-06,5.39802536509222e-05,0.000406669377795852
"TCEAL8",1.60680467440523e-06,3.65388623702857e-05,0.000406669377795852
"S100A6",1.40219985173309e-06,2.07481784195065e-05,0.000406669377795852
"VEGFB",1.262890263522e-06,2.09706357629113e-05,0.000406669377795852
"CAPZB",1.18690919992161e-06,2.25887530716999e-05,0.000406669377795852
"RPL37",8.27499888833003e-07,8.06070087728829e-05,0.000406669377795852
"CDKN1A",1.99492701444979e-07,2.14015924914542e-05,0.000406669377795852
