"Feature","Gain","Cover","Frequency"
"CLMN",0.000273278795442883,0.00206023253225338,0.000470145745181006
"ERRFI1",0.000273250838246856,0.000118046602828998,0.000470145745181006
"HNRNPU",0.000270703138911781,0.00153316142939347,0.000940291490362012
"HNRNPR",0.000270254925151193,8.52544917622852e-05,0.000940291490362012
"HSPA1A",0.000265422573741516,0.000226864326444765,0.000940291490362012
"MYH11",0.000263694569409235,0.00267898957077409,0.00188058298072402
"PLXDC1",0.000257947069141757,0.00105255834686182,0.000470145745181006
"CCDC141",0.000254429654493064,0.00247432717800444,0.000470145745181006
"GSTP1",0.00024967256285662,0.00112193080703619,0.00141043723554302
"RPL3",0.000243990038108123,0.000445305900040131,0.00235072872590503
"RNF213",0.000243619355642945,0.00014710961683774,0.000470145745181006
"HLTF",0.000242243512133474,0.00156563193049715,0.000470145745181006
"DLGAP4",0.000240456098759636,0.000263196083930883,0.000470145745181006
"HAPLN1",0.000238489260095582,0.00249299508205565,0.000470145745181006
"HERC2",0.000238044241443112,0.000421729613979177,0.000470145745181006
"DICER1-AS1",0.000226483641344622,0.00114113691630587,0.000470145745181006
"SCARA5",0.00022613974287171,0.000928066219409035,0.000940291490362012
"AL139089.1",0.000225211988313915,0.00247282079218782,0.000470145745181006
"GALNT3",0.000223625217745134,0.00158137801626571,0.000470145745181006
"CYR61",0.000222640500400435,0.000317439395533465,0.00188058298072402
"SELENOP",0.000220021834718659,0.00037794274193051,0.00235072872590503
"IFT46",0.0002187562723628,0.00252806774767324,0.000470145745181006
"CEP83",0.000218246702541646,0.000338730691711923,0.000470145745181006
"MXRA8",0.000216938605308976,0.000135776134034738,0.00141043723554302
"MTFR1L",0.000215962250161302,5.62495341139288e-05,0.000940291490362012
"TTLL3",0.000215799299647317,0.000277593732045942,0.000470145745181006
"CARMN",0.000214675170749216,0.0013065053698522,0.000940291490362012
"RPS25",0.000214646639432199,0.00084817470209506,0.00141043723554302
"GLUL",0.000212039930444081,0.000146687301605041,0.000470145745181006
"RNF38",0.00021178694278182,0.00327281950328433,0.000470145745181006
"STMN1",0.000211081747473825,0.00112231065735808,0.00235072872590503
"FGF13",0.000207846975084608,0.00129394156673141,0.000470145745181006
"ARID5B",0.000206538178922036,0.000858224582496068,0.000470145745181006
"GUCY1A1",0.000206534022785305,0.00376625460060602,0.00376116596144805
"RER1",0.000205395827922953,3.81207213791059e-05,0.000470145745181006
"HMGB1",0.000204856478695674,0.00020625411514135,0.000940291490362012
"AGTRAP",0.000204657158865072,2.28477295798061e-05,0.000470145745181006
"PITPNB",0.000203130596114877,0.000995953908745327,0.000470145745181006
"ADH1B",0.000202349853973154,0.00040178348221822,0.00376116596144805
"HKR1",0.000202301565405553,0.000300475491659175,0.000470145745181006
"SESN1",0.00020072388092548,0.00206715722763811,0.000470145745181006
"ABCC9",0.000200448302850358,0.000609635749993701,0.000470145745181006
"ABCA8",0.000199934626816038,0.000506485005040624,0.00282087447108604
"RPL8",0.000199008881681708,0.000410651433899916,0.00188058298072402
"MYO1D",0.000198959307582325,0.00159600167261073,0.00188058298072402
"CNGA1",0.000198619902230202,0.0020521765755184,0.000470145745181006
"ANGPT2",0.000196832638627057,0.00140899383651103,0.000470145745181006
"WWC2",0.000195583875550597,0.000148480909038447,0.000470145745181006
"RALY",0.000192504852201209,0.00188121851950946,0.000940291490362012
"SEPT4",0.000192495279357748,0.00145009220034116,0.000940291490362012
"CTSC",0.000191791581756683,0.000393576026950818,0.000940291490362012
"GPX3",0.000191179693590427,0.000586016001556531,0.000470145745181006
"GMDS",0.000190221061308092,0.00298460677387539,0.000940291490362012
"ITGA8",0.000189442390994289,0.000492635730480721,0.00235072872590503
"LXN",0.000186421478673786,5.42083083140731e-05,0.000470145745181006
"FOXK1",0.000185777165152495,0.00229801914364988,0.000470145745181006
"C2orf40",0.000183901262260876,0.000776906631544183,0.00141043723554302
"NEXN",0.000183812460720817,0.000131488853397745,0.00188058298072402
"HOPX",0.000178927502355223,0.000324087938262194,0.000470145745181006
"ATP10D",0.000177478670594696,0.00305397985383409,0.000470145745181006
"JAK2",0.00017574692199509,0.0022346496046139,0.000470145745181006
"RPP14",0.000173240359677025,0.000780667560338032,0.000470145745181006
"RGS11",0.00016706261813212,0.00228610719869928,0.000470145745181006
"GADD45B",0.000164359656511967,0.000193855329598706,0.000470145745181006
"PPP1R14B",0.000164257113510825,7.51819456546082e-05,0.000470145745181006
"TTPAL",0.000159432699947877,0.00135308681071304,0.000470145745181006
"AEBP1",0.000158224200226052,0.000367150786002633,0.00235072872590503
"FBLN2",0.000157863851938692,8.48738860782398e-05,0.000470145745181006
"STARD13",0.000157629660498403,0.000373441790645388,0.000470145745181006
"PCOLCE",0.000156408080802722,0.000200694494745753,0.00188058298072402
"RASAL2-AS1",0.00015601373456805,0.000683297892469339,0.000470145745181006
"LDOC1",0.000154131017109899,0.000559422450425945,0.000940291490362012
"ADAMTS1",0.000153765189711353,0.000248789952517792,0.00188058298072402
"USP53",0.000153558493674121,0.0010041124397871,0.000470145745181006
"ABCA9",0.000153250764823568,0.000984733178269925,0.000940291490362012
"C1orf122",0.00015321795256091,4.9273943783074e-05,0.000470145745181006
"ARF1",0.000151162711745313,9.65058725096832e-05,0.000940291490362012
"CD44",0.000149387479721172,0.000219046909204198,0.000470145745181006
"ENPP2",0.000147563322603984,0.00259881256530263,0.000940291490362012
"FADS2",0.000147464161924326,7.44559167314347e-05,0.000470145745181006
"STX16",0.000144923114904198,0.000102417104303588,0.000470145745181006
"ZNF608",0.000144867400206402,0.0015674633931954,0.000470145745181006
"RPS23",0.000144689272928859,0.00177671404936781,0.000470145745181006
"DUSP1",0.000141001107209254,0.000462977423306137,0.00235072872590503
"SLC30A1",0.000140870220104462,0.00032521121988918,0.000470145745181006
"MYL6",0.000138923400789707,0.000925558881897774,0.00141043723554302
"CAPN1",0.000137978547411128,5.68286644665135e-05,0.000470145745181006
"KCNK15",0.000137002791346226,0.000322001027578249,0.000470145745181006
"GBP1",0.000136950820915755,0.000561063910490209,0.000470145745181006
"RGS6",0.000135194609769625,0.00103967860867828,0.000470145745181006
"CCNL1",0.00013437386637198,0.000610495662016511,0.000470145745181006
"MAP1B",0.000131671678567074,0.000312412266719542,0.00141043723554302
"HMCN1",0.00013163695672808,0.000404962162369569,0.000470145745181006
"CYP4B1",0.000129760929027549,0.00130724833631904,0.000470145745181006
"CHCHD6",0.000126292239777646,0.00255453424301596,0.000470145745181006
"TNS1",0.000126206820559071,8.9096224938295e-05,0.000940291490362012
"RGS5",0.000126164797398793,0.0001166415808029,0.00141043723554302
"IFITM3",0.000125716321539493,0.00155537217562704,0.000470145745181006
"CDKN1A",0.000125502448989887,0.000476163451158775,0.000470145745181006
"RPS27A",0.000123692919477049,0.000455403426361589,0.000470145745181006
"HUWE1",0.000123428224738952,0.00128062859930047,0.000470145745181006
"RPS4Y1",0.000123225609953104,0.000421722060357642,0.00235072872590503
"INPP4B",0.000122843669724169,0.000240385057204431,0.000470145745181006
"FAAP20",0.000122262422145524,0.000205232226357271,0.000940291490362012
"SFRP1",0.000122257454750872,0.000317883412901881,0.00141043723554302
"PRMT2",0.00012131486041358,0.000672222501419569,0.000470145745181006
"RPLP0",0.000120408211042607,8.64901286675339e-05,0.000940291490362012
"MT1M",0.000119988041844284,0.000105133299450282,0.000940291490362012
"RBM24",0.000119739672111724,0.000385949077182486,0.000470145745181006
"ATP1B1",0.000119455507183536,0.000747375999941795,0.000470145745181006
"PLXDC2",0.000119129918177843,0.000524670600672714,0.000940291490362012
"SRPRB",0.000117896144651574,5.01832206594394e-05,0.000470145745181006
"DNTTIP2",0.000117592759151119,0.00109103533286379,0.000470145745181006
"TROVE2",0.000117305199420557,8.29098282696648e-05,0.000470145745181006
"FXYD5",0.000117290771510464,0.00141908516498917,0.000940291490362012
"GALNT1",0.000117085935126003,0.00117024423521015,0.000470145745181006
"EMP3",0.00011455922864973,3.62013340419848e-05,0.000470145745181006
"ZFP69",0.000112828054171114,0.00054174755708264,0.000470145745181006
"MCL1",0.00011239740102428,3.18427394704004e-05,0.000470145745181006
"C12orf75",0.0001123122688662,0.000224219764808959,0.00141043723554302
"CAMK2N1",0.000111685403630645,0.000109958610991407,0.000470145745181006
"GJA4",0.000107421032612392,8.76184266739491e-05,0.000470145745181006
"DSTN",0.000107377898652807,0.000130867887602814,0.000470145745181006
"MRPL9",0.000106628583394832,2.82862959272116e-05,0.000470145745181006
"KLHL23",0.000105176968395593,0.000722499173935174,0.000470145745181006
"TWISTNB",0.000104205081406928,0.000235468385579257,0.000470145745181006
"SEM1",0.000103533840363125,0.000171334884882214,0.000940291490362012
"CYTH2",0.000102166827084095,0.000162708687826148,0.000470145745181006
"PLA2G2A",0.000101959369712507,0.000171767862342233,0.000940291490362012
"MMP23B",0.000101116372886059,0.000257915947532069,0.000940291490362012
"ZDHHC3",0.000100148267607392,0.00102859748462345,0.000470145745181006
"CCDC40",9.84713350814241e-05,0.000445741221059652,0.000470145745181006
"LTBP1",9.77298890252772e-05,0.000170680644416011,0.000940291490362012
"IARS2",9.74442076688233e-05,0.000522266495989094,0.000470145745181006
"ARMC10",9.74208434407152e-05,4.42389078768651e-05,0.000470145745181006
"GLCE",9.73621333290588e-05,0.000587198743742777,0.000470145745181006
"NSDHL",9.57550937931581e-05,0.000306240086354005,0.000470145745181006
"NUCKS1",9.33995814594304e-05,8.83797929881226e-05,0.000470145745181006
"SERPINF1",9.29713558459129e-05,0.000214011200250942,0.00188058298072402
"CLCN6",9.27766601854571e-05,3.16071947932436e-05,0.000470145745181006
"GALNT5",9.23342313178866e-05,0.00101822601362767,0.000470145745181006
"ANXA2",9.15069416928679e-05,0.000429304346917618,0.00188058298072402
"UFL1",9.12865478776714e-05,9.11568432088215e-05,0.000470145745181006
"PFN2",9.11734460426735e-05,0.000174435995150881,0.00141043723554302
"ART4",9.08689622238025e-05,5.29165906109946e-05,0.000470145745181006
"TP53I13",9.05177873913884e-05,6.32343292105128e-05,0.000470145745181006
"RNASEH2B",9.00337534733913e-05,0.000525193195073351,0.000470145745181006
"HIST1H2BB",8.97314163677866e-05,0.00414686291873481,0.000470145745181006
"LMNA",8.92233941771273e-05,0.00415828678352472,0.000470145745181006
"ISLR",8.88505774795745e-05,8.85931731123467e-05,0.000470145745181006
"BTG2",8.80520251062754e-05,0.000351916564618479,0.00188058298072402
"IFITM2",8.66511823719638e-05,6.3015467868611e-05,0.000470145745181006
"MTDH",8.62245106293861e-05,8.92795261542029e-05,0.00141043723554302
"VCAM1",8.55632730197867e-05,5.09970265384979e-05,0.000470145745181006
"RAB11A",8.45050182648238e-05,0.00325572337229666,0.000470145745181006
"AC021097.1",8.44075674672445e-05,0.00250283803196313,0.000470145745181006
"MMP2",8.30693164017163e-05,0.000356240025165797,0.000470145745181006
"RPL29",8.24540147117494e-05,5.16042215003228e-05,0.000940291490362012
"MACF1",8.22317175606627e-05,3.44506684627967e-05,0.000470145745181006
"AC104506.1",8.21681960654936e-05,0.000756007271482072,0.000470145745181006
"PRKG1",8.21495870568883e-05,0.000152126635419762,0.000940291490362012
"TES",8.19115889448186e-05,0.000242951894011472,0.000940291490362012
"EFNB2",8.16581769322609e-05,0.00292156324139754,0.000470145745181006
"RPS24",8.16342947471728e-05,4.33071008716529e-05,0.000470145745181006
"IGFBP5",8.06284035707504e-05,0.000275307618804346,0.00235072872590503
"ATP5F1E",7.96276919641276e-05,6.91819007028903e-05,0.000940291490362012
"C1QTNF2",7.87616117296216e-05,8.72688198905863e-05,0.000470145745181006
"USP27X-AS1",7.85351584418041e-05,0.000412056833607092,0.000470145745181006
"CREBBP",7.73678955841187e-05,0.000263464896016215,0.000470145745181006
"NPTX2",7.68479416615835e-05,0.00205079616086707,0.000470145745181006
"RHOC",7.63362500889456e-05,4.26614502289124e-05,0.000940291490362012
"NDUFA4",7.53644130238443e-05,0.000288057260383145,0.00141043723554302
"WDR13",7.52698577929964e-05,0.000251226944507479,0.000470145745181006
"UBR4",7.49233383329564e-05,0.00014851024226874,0.000470145745181006
"TIMP1",7.47207110662171e-05,0.000210449377173442,0.00235072872590503
"ITGBL1",7.45797706036576e-05,0.000265391999184051,0.00141043723554302
"H1F0",7.42114345460039e-05,3.33475443527654e-05,0.000470145745181006
"ACKR3",7.39452670627589e-05,3.14958902431043e-05,0.000470145745181006
"ID3",7.35070442554836e-05,0.000100555940378097,0.00141043723554302
"C20orf27",7.09465769688296e-05,0.00202652308227193,0.000470145745181006
"OLFM2",7.06453381816403e-05,0.000108381337341927,0.000470145745181006
"YWHAE",7.03099891191199e-05,6.7122299266032e-05,0.000470145745181006
"RPS28",6.99841068124864e-05,0.000269602930138763,0.000940291490362012
"GPX4",6.96708052440649e-05,0.000186572708762792,0.000470145745181006
"CDK11A",6.93317992804572e-05,8.61902595767379e-05,0.000470145745181006
"ZNF236",6.88761469087838e-05,0.00223372225230857,0.000470145745181006
"CD47",6.82846962016773e-05,3.54657856188516e-05,0.000470145745181006
"C1QTNF1",6.78364137961887e-05,0.000161129438614113,0.00141043723554302
"CCDC167",6.74647078979424e-05,0.00166339686582297,0.000470145745181006
"HLA-B",6.69035171112677e-05,7.96849741856526e-05,0.000940291490362012
"ASH1L",6.65694410996379e-05,2.62779211179341e-05,0.000470145745181006
"PCBP1",6.65014389645699e-05,4.53862787776552e-05,0.000470145745181006
"CD99",6.56166623552209e-05,0.000254707169104144,0.00141043723554302
"TMEM230",6.5553234466735e-05,0.00202828791815459,0.000470145745181006
"AL391121.1",6.5497719463196e-05,0.000597337795614415,0.000470145745181006
"AQP1",6.52617182936997e-05,0.0003433547476598,0.000940291490362012
"TXNIP",6.51207778311402e-05,0.000217675132796982,0.00141043723554302
"EEF1D",6.50810012312573e-05,0.000402297205955618,0.00141043723554302
"SERTAD1",6.49500392411191e-05,3.21840542173028e-05,0.000470145745181006
"RPS29",6.46586041938757e-05,0.000100497031814257,0.000470145745181006
"CPE",6.46366128637868e-05,0.000134457843078466,0.00141043723554302
"MT-CO3",6.38139474089144e-05,9.09735904135644e-05,0.000470145745181006
"CALM2",6.32540671158035e-05,3.31810596289023e-05,0.000470145745181006
"AP3S1",6.3142375621498e-05,0.000113531057559706,0.00141043723554302
"BIRC6",6.12603321314653e-05,3.80917658298897e-05,0.000470145745181006
"AC109630.1",6.07453955271457e-05,0.00203940963808311,0.000470145745181006
"TCEAL2",6.07316041424985e-05,0.000245086198828482,0.00188058298072402
"TMSB4X",6.07112727709236e-05,0.000395650638789444,0.00141043723554302
"CD81",6.02586969389023e-05,0.000405271473487283,0.000940291490362012
"NPDC1",6.01367274307896e-05,0.000427001073397355,0.000470145745181006
"B2M",5.96513955001199e-05,0.000106397591696711,0.000470145745181006
"MAP7D3",5.87802105811608e-05,6.72778312386698e-05,0.000470145745181006
"FAM20C",5.82294475789863e-05,0.000337082917594787,0.000470145745181006
"HES4",5.75229043347541e-05,7.44761759317559e-05,0.000940291490362012
"AC016405.3",5.73581815342351e-05,0.00139551972515401,0.000470145745181006
"SOD3",5.72773365622423e-05,9.26144694300178e-05,0.000940291490362012
"NPM1",5.68488363691209e-05,2.59466609191834e-05,0.000470145745181006
"PPAT",5.67791056306379e-05,8.13172246421221e-05,0.000470145745181006
"TSPAN1",5.5681947938168e-05,0.00122856663801927,0.000470145745181006
"HMGN3",5.53298245580316e-05,2.53053269774673e-05,0.000470145745181006
"HLA-C",5.50716198832978e-05,0.000100926087201556,0.000940291490362012
"DSEL",5.42835389776177e-05,0.000191455815192788,0.000470145745181006
"ZFHX4",5.37820942165593e-05,0.00022899438961276,0.000940291490362012
"GEM",5.34753825586298e-05,0.000129201432798575,0.00141043723554302
"FCHSD2",5.30539153476339e-05,3.00171235657411e-05,0.000470145745181006
"ATP5MC2",5.29996983567676e-05,0.000359563851060174,0.00235072872590503
"GDF15",5.29980571195901e-05,0.00184572455549284,0.000470145745181006
"TUBA1B",5.25354092084645e-05,2.79653251167694e-05,0.000470145745181006
"SLC9A3R2",5.25210062601542e-05,3.40893196715996e-05,0.000470145745181006
"FOXC2",5.2222844012617e-05,8.47117156343686e-05,0.000470145745181006
"TMEM9",5.22016764213395e-05,0.000319023564283628,0.000470145745181006
"USP42",5.16573223567363e-05,0.000160166826390822,0.000470145745181006
"FAU",5.10102505585165e-05,6.98659101852447e-05,0.000470145745181006
"HSP90AB1",5.09210309086068e-05,0.000159508160277129,0.00141043723554302
"NFIC",5.06877443329211e-05,9.40198497689327e-05,0.000470145745181006
"AIDA",5.00510566360828e-05,5.84046356004847e-05,0.000470145745181006
"CEBPD",4.9759328287899e-05,0.000188010608410827,0.00235072872590503
"ERLEC1",4.96306721423883e-05,3.46243533374431e-05,0.000470145745181006
"CDC73",4.95956226800033e-05,5.00499815544591e-05,0.000470145745181006
"ARMCX3",4.89968706516131e-05,2.24064043995782e-05,0.000470145745181006
"MFSD10",4.83962402491147e-05,4.10620338157932e-05,0.000470145745181006
